id,name,servings,calories_per_serving,protein_per_serving,carbs_per_serving,fat_per_serving,fiber_per_serving,iron_per_serving,isVegetarian,ingredients_count,grams_per_serving,unmatched_ingredients,approximated_ingredients
moong_dal_waffles,Moong Dal Waffles,2,176.5,5.7,34.2,5.3,8.3,5.55,true,17,341,,
egg_sando,Egg Sando,1,260.7,24.9,2.6,16.6,1.4,1.78,false,8,370,,
lemon_idli,Lemon Idli,3,110.9,12.5,9.8,6.2,13.3,2.79,true,16,406,,
boiled_egg_paratha,Boiled Egg Paratha,1,227.5,20.6,5.9,17.6,2.7,4.4,false,9,332,,
vegetable_moong_dal_adai,Vegetable Moong Dal Adai,1,74.4,4.6,10.0,1.2,9.6,4.43,true,14,385,,
ragi_idli_and_dosai,Ragi Idli And Dosai,1,847.7,25.4,173.5,3.4,14.7,11.08,true,6,514,,
tomato_dosai,Tomato Dosai,2,670.6,25.1,105.9,14.5,22.2,9.35,true,15,497,,
parsi_akuri,Parsi Akuri,1,278.6,23.7,10.3,40.9,7.0,7.18,false,14,436,,
vegetable_kothu_roti,Vegetable Kothu Roti,2,415.2,22.4,48.0,26.5,8.6,6.07,false,24,473,,
tortilla_egg_rolls,Tortilla Egg Rolls,1,478.1,21.8,48.1,21.4,3.7,3.78,false,12,338,,
masala_muttai_paniyaram,Masala Muttai Paniyaram,1,637.2,60.8,5.2,41.3,4.8,10.07,false,10,581,,
black_kavuni_rice_poha_with_loaded_vegetables,Black Kavuni Rice Poha With Loaded Vegetables,3,484.5,16.0,81.0,17.9,18.2,6.34,true,20,360,,
muttai_puli_kuzhambu,Muttai Puli Kuzhambu,2,373.4,27.4,23.0,18.1,25.9,8.38,false,20,410,,
cauliflower_urulai_kuzhambu,Cauliflower Urulai Kuzhambu,3,311.1,12.2,27.3,19.0,18.3,7.88,true,21,434,,
vendakkai_sambar,Vendakkai Sambar,2,214.4,14.0,33.5,1.7,14.3,5.94,true,20,331,,
kongunadu_pongal_patti_kuzhambu,Kongunadu Pongal Patti Kuzhambu,2,465.2,21.6,55.0,16.3,32.4,17.99,true,21,354,,
bottlegourd_cowpea_curry,Bottlegourd Cowpea Curry,3,306.7,7.4,18.9,22.1,13.5,3.88,true,23,420,,ladle cowpea***
mochai_kathirikkai_kara_kuzhambu,Mochai Kathirikkai Kara Kuzhambu,2,265.2,9.4,26.8,12.6,15.9,5.59,true,25,364,,
arasanikai_kuzhambu,Arasanikai Kuzhambu,2,294.3,7.4,14.1,22.6,15.3,5.69,true,22,377,,
milagai_killi_potta_sambar,Milagai Killi Potta Sambar,1,443.7,27.4,66.5,5.5,30.1,10.87,true,16,465,,
negamam_sambar,Negamam Sambar,1,0.0,0.0,0.0,0.0,0.0,0.0,true,1,0,,
vendakkai_mor_kuzhambu,Vendakkai Mor Kuzhambu,2,289.0,10.6,32.4,12.0,17.1,6.73,true,19,497,,
bengaluru_darshini_hotel_style_sambar,Bengaluru Darshini Hotel Style Sambar,4,264.1,14.3,29.8,10.4,23.6,11.04,true,20,393,,
karuvepilai_kuzhambu_curry_leaves_curry,"Karuvepilai Kuzhambu, Curry Leaves Curry",2,697.2,13.6,13.1,65.6,30.4,10.87,true,6,273,,
manathakkali_vathal_kuzhambu,Manathakkali Vathal Kuzhambu,1,278.3,14.5,37.5,6.4,24.3,9.13,true,21,356,,
sundakkai_vatha_kuzhambu,Sundakkai Vatha Kuzhambu,3,166.0,10.7,20.9,2.9,22.8,11.79,true,22,454,,
olan,Olan,3,690.2,9.8,17.1,66.7,20.2,4.78,true,7,237,,
vendakkai_kuzhambu_ladies_finger_curry,"Vendakkai Kuzhambu, Ladies Finger Curry",5,216.8,7.7,30.4,6.4,9.9,2.79,true,17,372,,
tomato_sambar,Tomato Sambar,1,679.8,28.5,65.3,32.4,29.3,9.45,true,14,490,,
thatta_payiru_kathirikkai_kuzhambu_aati_vecha_thatta_payiru_kuzhambu,"Thatta Payiru Kathirikkai Kuzhambu, Aati Vecha Thatta Payiru Kuzhambu",2,415.9,16.1,31.4,23.8,29.0,11.97,true,12,402,,
thayir_kuzhambu_kongunad_pacha_thayir_kuzhambu,"Thayir Kuzhambu, Kongunad Pacha Thayir Kuzhambu",1,386.6,17.4,23.1,24.3,19.7,18.85,true,15,438,,
mutton_kuzhambu_for_rice_mutton_curry_for_rice,"Mutton Kuzhambu For Rice, Mutton Curry For Rice",9,126.9,5.7,13.6,4.7,11.1,5.75,true,18,387,,
murungai_keerai_kuzhambu_drumstick_leaves_kuzhambu,"Murungai Keerai Kuzhambu, Drumstick Leaves Kuzhambu",3,199.7,11.0,15.8,8.9,22.9,12.03,true,16,448,,
kongu_thakkali_aati_kaachina_kuzhambu,Kongu Thakkali Aati Kaachina Kuzhambu,3,247.6,9.4,15.5,23.8,22.1,11.58,true,13,392,,
muttai_paniyaram_kuzhambu_egg_paniyaram_curry,"Muttai Paniyaram Kuzhambu, Egg Paniyaram Curry",2,424.2,25.4,14.7,29.0,9.9,7.29,false,21,437,,
selavu_aracha_kuzhambu,Selavu Aracha Kuzhambu,2,455.3,11.7,48.9,22.8,16.1,5.22,true,16,499,,
mochai_pidukku_paruppu_kuzhambu,Mochai Pidukku Paruppu Kuzhambu,2,420.3,13.2,41.4,21.3,20.5,9.1,true,20,466,,
bas_saaru_and_cabbage_palya_karnataka_style_curry_made_with_veggie_stock,"Bas Saaru And Cabbage Palya, Karnataka Style Curry Made With Veggie Stock",2,309.8,13.7,28.5,15.0,15.0,5.53,true,16,310,,
mushroom_kuzhambu_kaalan_kuzhambu,"Mushroom Kuzhambu , Kaalan Kuzhambu",3,675.7,22.6,36.3,50.0,14.3,8.99,true,19,330,,
vendhaya_kuzhambu,Vendhaya Kuzhambu,3,265.3,6.8,36.2,12.6,6.9,3.59,true,10,361,,
araithu_vitta_sambar,Araithu Vitta Sambar,4,188.5,11.2,20.0,5.7,20.6,11.42,true,16,430,,
mochai_kuzhambu,Mochai Kuzhambu,2,433.3,18.0,39.3,23.7,25.4,6.76,true,12,344,,
kalla_veetu_kathirikkai,Kalla Veetu Kathirikkai,3,700.7,21.9,46.5,48.3,17.4,9.92,true,16,351,,
mor_sambar,Mor Sambar,2,240.9,16.0,33.1,5.6,24.8,6.08,true,12,445,,
saiva_meen_kuzhambu,Saiva Meen Kuzhambu,1,265.5,16.8,41.4,53.2,18.6,10.08,true,15,466,,
chettinad_summa_kuzhambu,Chettinad Summa Kuzhambu,2,252.0,10.8,47.2,1.3,7.3,2.98,true,13,434,,
white_pattani_kuzhambu_dry_peas_curry,"White Pattani Kuzhambu, Dry Peas Curry",2,464.9,21.4,63.9,12.3,22.4,9.12,true,17,436,,
udipi_sambar_how_to_make_udipi_style_sambar,"Udipi Sambar, How To Make Udipi Style Sambar",1,515.3,28.2,83.0,10.1,25.4,11.25,true,18,507,,
mor_kuzhambu,Mor Kuzhambu,2,227.7,6.2,22.9,16.1,12.5,3.71,true,14,408,,
ennai_kathirikkai_kuzhambu_ennai_kathirikkai_kulambu_tamil_brinjal_curry,"Ennai Kathirikkai Kuzhambu, Ennai Kathirikkai Kulambu, Tamil Brinjal Curry",1,366.3,11.5,24.8,23.8,22.8,12.23,true,15,234,,
vendakkai_kara_kuzhambu_kulambu,Vendakkai Kara Kuzhambu / Kulambu,2,316.4,12.7,25.7,17.0,26.9,9.87,true,16,474,,
chettinad_kara_kuzhambu_kara_kulambu,"Chettinad Kara Kuzhambu, Kara Kulambu",2,231.6,8.7,18.4,12.9,19.1,7.56,true,16,306,,
kara_kuzhambu,Kara Kuzhambu,2,221.6,7.7,20.1,11.4,16.6,7.58,true,15,393,,
ratna_cafe_style_sambar,Ratna Cafe Style Sambar,1,549.4,22.9,53.1,30.1,32.0,11.2,true,23,580,,
moong_sprouts_curry,Moong Sprouts Curry,2,664.0,35.8,70.9,24.7,37.5,12.75,true,16,413,,
keerai_kuzhambu,Keerai Kuzhambu,2,895.1,38.5,117.1,30.6,27.4,18.61,true,13,469,,
thakkali_bajji,Thakkali Bajji,3,237.5,8.7,28.4,17.5,18.9,7.6,true,21,387,,
pasi_paruppu_sambar_moong_dal_sambar,Pasi Paruppu Sambar / Moong Dal Sambar,2,112.0,5.2,18.4,1.3,5.0,3.68,true,16,405,,
ulli_theeyal,Ulli Theeyal,3,694.8,13.6,45.2,59.2,22.9,6.38,true,11,462,,
peerkangai_paal_kuzhambu_peerkangai_curry_ridgegourd_curry,Peerkangai Paal Kuzhambu / Peerkangai Curry / Ridgegourd Curry,2,150.6,6.3,14.0,9.5,5.2,2.89,true,10,381,,
kongunad_kaata_kuzhambu_horsegram_curry,Kongunad Kaata Kuzhambu / Horsegram Curry,2,450.4,11.4,47.3,23.1,17.6,5.34,true,9,462,,
kadaintha_keerai_mashed_greens,Kadaintha Keerai Mashed Greens,2,441.3,19.8,72.7,6.5,15.6,14.18,true,6,312,,
avarakkai_kuzhambu_avarakkai_paruppu_curry_broad_beans_curry,"Avarakkai Kuzhambu, Avarakkai Paruppu Curry, Broad Beans Curry",2,453.9,19.8,35.6,26.8,28.6,9.89,true,17,387,,
coimbatore_annapoorna_hotel_sambar,Coimbatore Annapoorna Hotel Sambar,4,601.4,35.1,73.5,18.1,43.5,17.16,true,24,438,,
milagai_mandi_from_karaikudi_bangala_karupaiah,Milagai Mandi From Karaikudi Bangala Karupaiah,2,575.2,16.2,117.2,2.8,12.9,7.65,true,12,489,,
kongu_style_onion_sambar,Kongu Style Onion Sambar,2,500.0,20.2,51.1,22.7,20.9,12.16,true,18,384,,
madras_style_murungakkai_sambar,Madras Style Murungakkai Sambar,1,465.3,30.9,68.4,5.4,27.1,15.87,true,17,550,,
karamani_puli_kuzhambu,Karamani Puli Kuzhambu,1,139.0,7.9,19.8,2.0,16.6,9.62,true,11,590,,
chettinad_veg_kola_urundai_kuzhambu,Chettinad Veg Kola Urundai Kuzhambu,3,399.3,17.6,39.9,17.6,23.4,9.65,true,19,341,,
murungakkai_puli_kuzhambu,Murungakkai Puli Kuzhambu,1,566.7,20.9,53.5,28.3,37.8,15.23,true,19,508,,
spicy_chettinad_poondu_kuzhambu,Spicy Chettinad Poondu Kuzhambu,3,375.7,21.8,39.6,11.3,35.7,9.15,true,20,414,,
paruppu_urundai_kuzhambu_lentil_dumplings_curry,Paruppu Urundai Kuzhambu / Lentil Dumplings Curry,2,410.0,21.0,27.6,35.9,15.0,6.11,false,15,332,,
tamilnadu_style_vendakkai_puli_kulambu,Tamilnadu Style Vendakkai Puli Kulambu,3,216.8,7.0,18.3,12.3,13.0,4.28,true,22,418,,
manjal_poosanikai_pumpkin_sambar,Manjal Poosanikai / Pumpkin Sambar,2,278.3,20.3,39.1,3.4,14.1,19.17,true,15,417,,
madras_style_prawn_biryani,Madras Style Prawn Biryani,1,0.0,0.0,0.0,0.0,0.0,0.0,true,1,22,,
thattapayaru_thengai_paal_saadham,Thattapayaru Thengai Paal Saadham,1,0.0,0.0,0.0,0.0,0.0,0.0,true,1,0,,
chicken_rice,Chicken Rice,4,268.9,16.1,39.4,5.5,8.8,6.98,false,25,351,,
vegetable_brinji,Vegetable Brinji,4,724.0,15.0,86.5,41.8,19.2,8.91,true,23,425,,
rakthashali_red_rice_vegetable_khichdi,Rakthashali Red Rice Vegetable Khichdi,3,329.8,13.7,62.8,8.6,6.9,4.84,true,21,367,,
thatta_payaru_pulavu,Thatta Payaru Pulavu,2,544.8,20.2,105.6,15.5,24.1,11.45,true,20,434,,
coconut_milk_rice_and_egg_peas_masala,Coconut Milk Rice And Egg Peas Masala,1,5.9,0.7,0.4,0.1,0.9,1.01,true,1,22,,
egg_rice,Egg Rice,3,457.7,22.5,67.5,9.9,8.0,7.67,false,19,414,,
chilli_garlic_crunch_fried_rice,Chilli Garlic Crunch Fried Rice,1,835.0,17.5,181.0,2.7,8.2,10.52,true,1,278,,
dal_khichdi,Dal Khichdi,3,225.4,7.7,43.9,4.0,4.8,2.95,true,18,442,,
sambar_sadam_made_with_brown_rice,Sambar Sadam Made With Brown Rice,3,468.5,21.6,68.6,13.4,15.0,7.47,true,24,356,,
schezwan_veg_fried_rice,Schezwan Veg Fried Rice,2,532.2,14.6,110.1,2.2,8.0,6.62,true,15,440,,
prawn_fried_rice,Prawn Fried Rice,2,461.3,31.6,66.5,5.9,6.7,6.8,false,15,351,,
simple_tomato_rice_south_indian_style,Simple Tomato Rice South Indian Style,2,488.7,13.0,101.2,27.6,10.6,8.86,true,15,396,,
pattani_sadam_south_indian_style_peas_rice,"Pattani Sadam, South Indian Style Peas Rice",2,447.2,17.9,83.1,3.3,20.1,6.53,true,12,320,,
thattapayiru_arisi_paruppu_saadam,Thattapayiru Arisi Paruppu Saadam,5,351.9,10.0,61.6,6.3,8.8,3.4,true,12,394,,
vegetable_palav_karnataka_style_tarkari_palav,"Vegetable Palav, Karnataka Style Tarkari Palav",2,530.6,14.1,87.8,12.3,14.4,8.12,true,19,442,,
cabbage_fried_rice,Cabbage Fried Rice,3,328.6,14.7,61.8,1.4,10.8,6.2,true,14,342,,
easy_mushroom_rice,Easy Mushroom Rice,3,401.5,12.9,79.9,6.5,14.7,7.32,true,12,334,,
corn_methi_pulao_methi_makai_pulao,"Corn Methi Pulao, Methi Makai Pulao",3,361.6,13.0,67.7,2.9,19.1,9.67,true,14,361,,
thinai_pongal_healthy_foxtail_millet_pongal,"Thinai Pongal , Healthy Foxtail Millet Pongal",4,740.3,23.9,48.0,51.1,8.6,8.83,true,11,197,,
vetrilai_poondu_sadam_betel_leaves_rice_with_garlic,Vetrilai Poondu Sadam / Betel Leaves Rice With Garlic,1,818.8,26.8,161.0,5.2,19.0,10.69,true,15,545,,
mushroom_pulao,Mushroom Pulao,2,451.9,18.0,85.7,15.4,19.2,9.52,true,13,442,,
pollachi_style_arisi_paruppu_sadam,Pollachi Style Arisi Paruppu Sadam,1,843.4,30.0,163.1,5.1,28.7,12.36,true,16,539,,
puliyodharai_iyengar_puliyodharai,"Puliyodharai, Iyengar Puliyodharai",1,350.2,14.5,52.6,7.7,24.7,11.97,true,15,301,,
bread_upma,Bread Upma,1,89.9,5.6,10.5,15.0,9.7,5.79,true,13,465,,
cucumber_sasmi_chutney_southekai_sasmirecipe,Cucumber Sasmi (Chutney) / Southekai Sasmirecipe,2,455.6,10.4,8.2,46.8,12.3,3.01,false,7,118,,
vanilla_ice_cream,Vanilla Ice Cream,1,218.3,7.5,17.1,13.4,0.0,0.33,true,2,240,,
rava_paniyaram,Rava Paniyaram,2,553.3,19.5,111.5,1.6,19.2,6.4,true,10,416,,
vrat_ka_khana,Vrat Ka Khana,2,170.0,4.0,18.0,8.9,6.0,2.43,true,11,320,,
ragi_upma,Ragi Upma,2,644.9,20.0,115.6,35.2,22.4,9.4,true,16,372,,
capsicum_chutney,Capsicum Chutney,1,158.0,9.2,19.6,16.6,16.9,4.81,true,11,272,,
instant_crispy_palak_dosa,Instant Crispy Palak Dosa,1,831.7,21.8,174.1,3.3,15.8,11.4,true,10,335,,
poha_nasta,Poha Nasta,1,843.7,22.3,176.4,3.3,16.0,11.68,true,10,565,,
aloo_sandwich,Aloo Sandwich,1,301.5,10.2,53.7,29.2,13.3,7.09,true,15,531,,
tomato_rice,Tomato Rice,3,329.6,14.2,42.3,35.8,25.4,9.6,true,23,401,,
wheat_rava_dosa,Wheat Rava Dosa,1,826.7,23.7,170.0,4.7,0.3,0.01,true,5,522,,bansi rava
besan_toast,Besan Toast,1,385.0,25.0,54.0,6.3,22.1,10.15,true,13,296,,
instant_semiya_dosa,Instant Semiya Dosa,1,757.2,21.4,156.0,3.1,20.4,11.04,true,11,391,,
pulihora,Pulihora,2,311.3,17.2,45.5,82.0,26.9,9.61,true,17,418,,
chana_dosa,Chana Dosa,2,740.0,23.7,145.9,5.1,21.6,11.4,true,4,261,,
sprouts_dosa,Sprouts Dosa,1,33.9,2.2,3.3,1.1,3.9,2.61,true,7,220,,
pani_puri,Pani Puri,3,412.4,13.9,78.7,16.1,14.9,6.99,true,20,348,,
aloo_chaat,Aloo Chaat,1,290.5,8.0,52.7,4.3,9.3,4.55,true,12,548,,
papdi,Papdi,2,504.8,15.9,104.1,14.3,8.1,4.4,true,12,207,,
sweet_corn_chaat,Sweet Corn Chaat,2,212.4,8.4,33.2,3.9,18.8,5.71,true,16,406,,
masala_puri,Masala Puri,2,616.2,25.7,115.5,16.4,18.7,15.12,true,24,469,,
tamarind_chutney,Tamarind Chutney,1,514.6,4.8,118.0,1.4,9.5,7.12,true,9,242,,
ragda_chaat,Ragda Chaat,1,580.5,31.6,102.4,28.4,21.4,9.95,true,15,468,,
bhel_puri,Bhel Puri,7,875.4,16.8,131.2,34.9,3.7,4.77,true,25,304,,
makhna_chat,Makhna Chat,2,592.9,17.5,93.3,29.1,6.2,4.84,true,22,294,,
badam_burfi,Badam Burfi,2,521.6,16.2,43.1,43.8,25.9,9.3,true,7,242,,
kurkuri_aloo_tikki_chaat,Kurkuri Aloo Tikki Chaat,2,475.1,23.5,67.3,23.9,18.7,8.69,true,16,366,,
dahi_phulki_chaat,Dahi Phulki Chaat,2,345.6,22.7,48.6,5.7,16.5,7.35,true,14,396,,
chana_papdi_chaat,Chana Papdi Chaat,2,570.5,23.9,103.9,22.1,21.0,8.01,true,18,297,,
6_types_of_pani_for_pani_puri,6 Types Of Pani For Pani Puri,1,265.9,16.7,29.8,6.6,25.2,19.97,true,18,448,,
aloo_matar_chaat,Aloo Matar Chaat,2,400.3,21.0,69.5,14.9,16.9,8.0,true,21,458,,
palak_chaat,Palak Chaat,1,586.4,27.9,86.5,12.6,19.1,9.75,true,14,328,,
poha_chaat,Poha Chaat,4,787.2,17.7,135.6,24.4,10.9,9.51,true,24,314,,
dahi_idli,Dahi Idli,1,813.8,26.7,137.3,24.2,22.1,11.24,true,16,455,,
ragda_patties,Ragda Patties,2,541.8,23.9,98.8,16.4,29.2,13.33,true,23,401,,
,मटर छोले रेसिपी,3,321.8,15.4,48.6,34.1,26.6,14.88,true,23,398,,
aloo_tuk,Aloo Tuk,3,297.6,6.8,57.1,3.8,7.0,2.81,true,15,460,,
chat_masala,Chat Masala,1,412.1,15.6,39.7,19.9,31.9,18.05,true,11,228,,
roadside_kalan,Roadside Kalan,2,169.5,10.9,27.0,14.0,9.0,3.0,true,17,378,,
aloo_handi_chaat,Aloo Handi Chaat,4,296.4,8.3,53.3,4.7,8.7,5.17,true,10,386,,
tamatar_chaat,Tamatar Chaat,2,702.8,23.4,40.0,62.4,8.7,9.77,true,16,361,,
aloo_chana_chat,Aloo Chana Chat,2,563.3,18.6,72.3,21.7,18.6,5.24,true,17,293,,
dahi_papdi_chaat,Dahi Papdi Chaat,4,739.9,13.4,83.3,39.6,3.4,1.09,true,14,239,,
sukha_bhel,Sukha Bhel,3,714.1,14.8,121.1,21.0,5.3,5.9,true,14,268,,
ragda_puri,Ragda Puri,2,578.6,16.6,117.6,9.5,11.4,9.19,true,19,394,,
sev_puri,Sev Puri,1,218.8,13.9,35.7,13.9,16.4,6.77,true,14,468,,
black_chana_chaat,Black Chana Chaat,1,528.0,29.8,77.2,17.7,41.2,15.09,true,19,544,,
peanut_chaat,Peanut Chaat,1,106.1,4.2,17.9,1.2,7.5,4.51,true,15,401,,
samosa_chaat,Samosa Chaat,1,327.2,10.9,43.8,11.3,2.7,0.99,true,11,315,,
kachori_chaat,Kachori Chaat,1,53.7,1.6,5.1,2.9,1.3,0.7,true,9,260,,
stuffed_mirchi_bajji,Stuffed Mirchi Bajji,1,617.1,30.1,103.2,7.3,26.3,13.04,true,15,498,,
katori_chaat,Katori Chaat,3,437.3,17.0,79.0,13.3,15.4,5.27,true,12,422,,
raj_kachori,Raj Kachori,3,453.5,15.3,82.4,14.2,12.4,4.45,true,21,391,,
sukha_puri,Sukha Puri,2,619.6,13.1,131.3,3.0,6.2,7.92,true,12,318,,
fruit_chaat,Fruit Chaat,2,186.4,10.3,29.9,2.3,12.3,5.17,true,11,380,,
dahi_puri,Dahi Puri,2,524.2,11.1,109.5,3.4,6.1,7.07,true,12,405,,
chana_chaat,Chana Chaat,1,829.0,50.9,115.7,15.4,69.2,19.58,true,14,531,,
garlic_chutney,Garlic Chutney,1,73.7,3.7,11.2,0.3,2.8,0.74,true,6,108,,
ram_ladoo,Ram Ladoo,1,227.0,12.6,27.4,6.8,10.2,6.36,true,14,365,,
corn_chaat,Corn Chaat,1,260.0,10.9,42.1,3.8,8.7,1.63,true,7,341,,
raja_special,Raja Special,1,38.9,1.9,5.6,9.1,3.7,2.29,true,12,271,,
girmit,Girmit,2,643.7,15.8,85.2,35.6,7.3,3.64,true,13,286,,
basket_chaat,Basket Chaat,2,389.1,17.1,60.6,7.4,21.8,6.38,true,16,384,,
puri,Puri,1,615.0,20.5,126.5,9.9,16.0,5.14,true,6,225,,
matar_kulcha,Matar Kulcha,1,301.5,17.6,46.4,16.4,15.0,8.55,true,22,328,,
sev_tamatar_nu_shaak,Sev Tamatar Nu Shaak,2,132.5,5.7,19.8,21.7,10.1,5.16,true,21,471,,
curry_base,Curry Base,5,292.9,11.8,27.1,34.9,11.3,8.42,true,17,420,,
pithla,Pithla,1,238.6,14.9,30.5,31.0,14.7,8.3,true,13,226,,
kadhi_pakora,Kadhi Pakora,2,146.6,8.9,17.8,23.0,10.7,5.79,true,21,358,,
mirchi_ka_salan,Mirchi Ka Salan,1,284.5,7.4,16.2,59.0,11.6,4.99,true,20,249,,
aloo_methi,Aloo Methi,2,180.9,6.7,33.1,14.2,9.4,4.76,true,15,386,,
aloo_baingan_sabji,Aloo Baingan Sabji,3,152.7,5.6,27.9,9.7,10.2,3.33,true,18,390,,
baigan_ki_sabji,Baigan Ki Sabji,1,102.1,6.5,11.3,41.0,10.5,5.91,true,11,309,,
veg_jaipuri,Veg Jaipuri,4,201.4,14.6,23.7,10.5,11.3,2.62,true,20,359,,
channa_kurma,Channa Kurma,2,841.2,31.2,67.9,60.8,43.9,14.73,true,21,394,,
aloo_gobi_masala,Aloo Gobi Masala,3,148.7,11.7,19.4,10.4,13.5,6.26,true,18,427,,
mug_cake,Mug Cake,1,460.3,20.3,89.6,77.1,2.6,2.11,true,13,380,,
sagu,Sagu,3,604.4,22.6,32.5,50.3,24.6,7.86,true,22,452,,
palak_sabji,Palak Sabji,2,498.2,7.9,17.1,63.3,10.5,6.2,true,20,351,,tbps oil
kaju_masala,Kaju Masala,4,767.5,49.6,57.0,50.1,7.5,9.09,true,19,450,,
veg_kurma,Veg Kurma,5,698.0,23.7,37.8,53.0,21.4,10.31,true,21,376,,
veg_kolhapuri,Veg Kolhapuri,4,365.2,17.1,48.7,19.6,26.5,10.51,true,23,351,,
aloo_bhuna_masala_curry,Aloo Bhuna Masala Curry,2,174.5,6.7,31.3,14.3,9.9,5.47,true,19,482,,
mix_veg,Mix Veg,4,488.4,31.7,35.3,27.0,13.9,6.02,true,25,425,,
potato_sagu,Potato Sagu,2,221.6,9.2,36.5,15.8,11.2,5.42,true,19,359,,
malai_pyaaz_ki_sabzi,Malai Pyaaz Ki Sabzi,1,124.3,8.5,15.0,27.7,16.1,11.09,true,18,368,,
soya_chunks_curry,Soya Chunks Curry,2,296.6,26.0,15.2,26.3,19.3,8.87,true,17,344,,
shepu_bhaji,Shepu Bhaji,1,85.0,5.7,7.6,28.4,9.5,6.03,true,11,292,,
bharwa_bhindi,Bharwa Bhindi,4,124.7,8.6,16.3,8.3,14.6,4.28,true,15,371,,
veg_handi,Veg Handi,4,515.3,19.7,30.6,36.4,12.8,7.3,true,23,359,,
lauki_ki_sabji,Lauki Ki Sabji,2,36.2,2.4,4.2,13.5,4.7,3.31,true,15,379,,
chikar_cholay,Chikar Cholay,2,578.2,26.4,88.6,23.4,44.4,20.11,true,25,442,,
bombay_chutney,Bombay Chutney,1,303.6,18.7,36.8,32.2,26.1,12.52,true,17,494,,
aloo_pyaz,Aloo Pyaz,5,177.8,7.4,27.6,13.3,15.8,5.01,true,15,380,,
mushroom_masala,Mushroom Masala,2,240.2,12.0,38.7,15.8,25.0,10.41,true,18,439,,
aloo_palak,Aloo Palak,3,133.2,5.4,23.2,18.3,9.1,4.86,true,18,338,,
vangyache_bharit,Vangyache Bharit,2,95.8,5.6,11.7,15.0,11.1,4.35,true,17,329,,
dibba_rotti,Dibba Rotti,1,688.7,27.7,132.1,3.4,15.2,9.91,true,7,396,,
idiyappam,Idiyappam,1,560.0,9.9,80.8,21.3,8.6,5.55,true,5,158,,
spring_onion_paratha,Spring Onion Paratha,1,680.0,23.2,135.0,16.0,26.9,10.66,true,10,348,,
cheese_dosa_street_style,Cheese Dosa (Street Style),2,344.4,10.0,67.5,2.4,2.8,1.51,true,7,382,,
arisi_upma,Arisi Upma,1,757.0,23.1,144.8,20.1,25.7,13.8,true,10,315,,
bread_vada,Bread Vada,3,250.0,21.8,28.6,3.2,46.0,24.19,true,13,420,,
bedmi_puri,Bedmi Puri,2,626.2,25.9,115.5,11.1,27.3,10.62,true,17,253,,
tomato_cucumber_sandwich,Tomato Cucumber Sandwich,2,542.4,26.4,99.0,2.7,17.2,6.27,false,5,245,,
vendhaya_dosai,Vendhaya Dosai,1,556.7,11.7,120.7,1.8,5.4,7.01,true,3,188,,
blueberry_pancakes,Blueberry Pancakes,2,822.2,24.6,45.4,67.0,19.0,6.71,true,9,280,,
millet_idli_with_foxtail_millet,Millet Idli (With Foxtail Millet),2,533.8,20.5,96.3,5.8,16.5,8.83,true,4,184,,
dal_pakwan,Dal Pakwan,4,435.7,28.5,64.1,11.4,42.6,21.09,true,16,352,,
cucumber_sandwich,Cucumber Sandwich,3,10.4,0.4,1.8,0.1,0.5,0.26,true,3,452,,
thatte_idli_bangalore_style_plate_idli,Thatte Idli (Bangalore Style Plate Idli),2,697.1,14.8,150.9,12.9,7.1,8.81,true,8,271,,
chow_chow_bath,Chow Chow Bath,14,848.4,29.8,44.9,67.9,15.4,12.54,true,26,273,,
pumpkin_pancakes,Pumpkin Pancakes,4,830.1,24.5,31.5,70.8,18.2,7.17,true,14,214,,
tomato_sandwich,Tomato Sandwich,3,9.8,0.5,1.5,0.2,0.7,0.23,true,8,404,,
kotte_kadubu,Kotte Kadubu,13,201.3,10.4,35.0,1.5,24.9,2.56,true,5,389,,
schezwan_dosa,Schezwan Dosa,3,459.6,13.3,90.0,3.3,4.0,2.05,true,9,464,,
scallion_pancake,Scallion Pancake,1,47.0,3.7,5.4,26.0,9.4,5.58,true,5,318,,
bathua_paratha_healthy_bathua,Bathua Paratha (Healthy Bathua,3,296.1,12.3,54.1,4.1,15.7,7.66,true,10,334,,
aloo_palak_paratha,Aloo Palak Paratha,1,841.2,26.9,168.7,8.3,29.1,10.66,true,9,534,,
mooli_thepla,Mooli Thepla,1,571.7,22.2,107.8,16.8,23.5,15.95,true,10,481,,
cheese_bread_pakora,Cheese Bread Pakora,2,252.0,15.0,37.7,3.9,10.8,4.78,true,9,312,,
milk_dalia_cracked_wheat_porridge,Milk Dalia (Cracked Wheat Porridge),1,755.2,25.0,84.7,47.3,9.3,4.95,true,8,550,,
tomato_uttapam,Tomato Uttapam,4,350.5,10.5,68.1,2.5,3.7,2.03,true,6,372,,
bun_maska,Bun Maska,1,0.0,0.0,0.0,0.0,0.0,0.0,true,4,320,,
onion_uttapam_with_homemade_batter,Onion Uttapam (With Homemade Batter),5,382.9,22.8,60.1,3.3,43.0,24.06,true,8,395,,
maharashtrian_batata_poha_aloo_poha,Maharashtrian Batata Poha (Aloo Poha),2,726.4,14.9,109.5,52.1,14.9,10.21,true,14,448,,
panta_bhat,Panta Bhat,2,719.0,20.7,140.6,12.4,28.0,11.74,true,9,402,,
appe,Appe,2,483.6,17.1,93.5,9.5,12.4,9.67,true,15,264,,
